WKT,osm_id,code,fclass,name
"POINT (10.7184827 59.9283248)","1883670728","2303",cafe,Kaffebrenneriet
"POINT (10.752371 59.937363)","1883743934","2303",cafe,Kaffebrenneriet
"POINT (10.75886 59.927072)","1883804866","2303",cafe,Kaffebrenneriet
"POINT (10.757533 59.918751)","1883840492","2303",cafe,Kaffebrenneriet
"POINT (10.739518 59.924455)","1883890120","2303",cafe,Pascal
"POINT (10.719652 59.9271)","1884199763","2503",kiosk,Deli de Luca
"POINT (10.713992 59.929588)","1884213939","2503",kiosk,Deli de Luca
"POINT (10.722674 59.925211)","1886427352","2503",kiosk,Deli de Luca
"POINT (10.734733 59.919221)","1886436125","2503",kiosk,Deli de Luca
"POINT (10.715708 59.929415)","1886454140","2503",kiosk,Deli de Luca
"POINT (10.7396314 59.92349)","1886483985","2503",kiosk,Deli de Luca
"POINT (10.718188 59.927878)","1886559141","2303",cafe,Baker Hansen
"POINT (10.718188 59.927878)","1886559141","2502",bakery,Baker Hansen
"POINT (10.716445 59.929538)","1915676796","2303",cafe,Baker Hansen
"POINT (10.716445 59.929538)","1915676796","2502",bakery,Baker Hansen
"POINT (10.7265316 59.922892)","1915783774","2303",cafe,Baker Hansen
"POINT (10.7265316 59.922892)","1915783774","2502",bakery,Baker Hansen
"POINT (10.739569 59.924174)","1915830429","2303",cafe,Baker Hansen
"POINT (10.739569 59.924174)","1915830429","2502",bakery,Baker Hansen
"POINT (10.7633067 59.9334431)","1930503853","2302",fast_food,Charlies Kebab
"POINT (10.722417 59.931794)","1930555743","2501",supermarket,Joker Kirkeveien
"POINT (10.7654859 59.9359184)","1932777090","2301",restaurant,Tyren
"POINT (10.727951 59.921302)","1935006439","2561",hairdresser,Beauty Garden
"POINT (10.727959 59.921009)","1935013988","2512",clothes,Acne
"POINT (10.726065 59.923828)","1935032700","2512",clothes,Acne
"POINT (10.7275669 59.925647)","1936707644","2099",public_building,Norges Blindeforbund
"POINT (10.761239 59.928376)","1940306128","2301",restaurant,Sea Sushi Bar
"POINT (10.727304 59.92873)","1944430822","2082",school,Barratt Due musikkinstitutt
"POINT (10.718588 59.927735)","1944550208","2512",clothes,Gunnar Øye
"POINT (10.716447 59.928942)","1944560186","2601",bank,DNB Majorstuen
"POINT (10.717358 59.929034)","1944590110","2303",cafe,Espresso House Valkyriegatan
"POINT (10.7179333 59.9286297)","1944624923","2512",clothes,Oasis
"POINT (10.717198 59.928767)","1944624927","2517",shoe_shop,Valkyrien sko
"POINT (10.718062 59.92853)","1944632167","2561",hairdresser,Nikita
"POINT (10.718014 59.928565)","1944632186","2520",jeweller,Accessorize
"POINT (10.7183461 59.9284329)","1944637354","2503",kiosk,Narvesen
"POINT (10.73402 59.932833)","1963760389","2301",restaurant,Sushihjørnet
"POINT (10.7351835 59.9380592)","1964462400","2101",pharmacy,Sykehusapotekene
"POINT (10.71838 59.919552)","1976219115","2501",supermarket,Joker Briskeby
"POINT (10.7342747 59.9328994)","1976677755","2303",cafe,Kaffekoppkafe
"POINT (10.7344405 59.9329161)","1976681436","2121",dentist,Adamstuen Tannhelseklinikk
"POINT (10.7171489 59.9156256)","1977065695","2511",convenience,7-Eleven Market Frognerveien
"POINT (10.7162726 59.9165701)","1977093890","2303",cafe,Baker Hansen
"POINT (10.7153165 59.927633)","1986822060","2301",restaurant,Nambo restaurant & bar
"POINT (10.715625 59.927794)","1986822066","2561",hairdresser,Sanz
"POINT (10.7154504 59.9275592)","1986831772","2304",pub,Lille Chef
"POINT (10.7159439 59.9272985)","1986848037","2303",cafe,Le Rustique
"POINT (10.7147181 59.9262111)","1986858821","2561",hairdresser,Ugress
"POINT (10.714343 59.925474)","1986872148","2301",restaurant,Umi Sushi
"POINT (10.7129157 59.9248657)","1986877125","2302",fast_food,
"POINT (10.7165451 59.9209518)","1986907555","2301",restaurant,Pizza Pancetta
"POINT (10.719737 59.930281)","1986911755","2501",supermarket,Bunnpris Kirkeveien
"POINT (10.719523 59.930197)","1986911759","2301",restaurant,Pizza Pancetta
"POINT (10.716779 59.931583)","1987145795","2301",restaurant,Oslo sushi
"POINT (10.7166947 59.9294844)","1988588025","2301",restaurant,Valkyrien
"POINT (10.715883 59.929901)","1988608412","2519",optician,Specsavers
"POINT (10.714784 59.916462)","1988684938","2301",restaurant,Grill's Ville
"POINT (10.714956 59.916443)","1988692367","2519",optician,Brilleland
"POINT (10.7146795 59.9165182)","1988695258","2511",convenience,7-Eleven Niels Juels gate
"POINT (10.714405 59.931033)","1990355178","2081",university,Politihøgskolen
"POINT (10.7231573 59.9250244)","1999471860","2512",clothes,Zara
"POINT (10.722825 59.925551)","1999474377","2512",clothes,Polarn O. Pyret
"POINT (10.7225404 59.9257286)","1999474378","2512",clothes,Helly Hansen
"POINT (10.715046 59.930511)","2005402841","2120",doctors,Majorstuaklinikken
"POINT (10.717502 59.931089)","2005410378","2561",hairdresser,Salong Hårfagre
"POINT (10.7226076 59.9320652)","2009301867","2030",recycling,
"POINT (10.719707 59.926046)","2023502978","2301",restaurant,Yaya’s
"POINT (10.7657792 59.923453)","2031417852","2301",restaurant,Petrus mat og vinhus AS
"POINT (10.715366 59.928293)","2045397683","2301",restaurant,Café Mistral
"POINT (10.750374 59.92411)","2045401232","2301",restaurant,
"POINT (10.751538 59.921787)","2045457365","2301",restaurant,Døgnvill Burger
"POINT (10.7273497 59.9210991)","2045493667","2305",bar,Oak
"POINT (10.7271405 59.9212228)","2045497212","2303",cafe,Mabou
"POINT (10.739759 59.923685)","2046008740","2301",restaurant,Smalhans
"POINT (10.7185953 59.9193495)","2069813324","2303",cafe,Mocca kaffebar & brenneri AS
"POINT (10.7148269 59.9167599)","2073435160","2304",pub,Forest & Brown
"POINT (10.7147016 59.9166351)","2073435168","2303",cafe,The Juicery
"POINT (10.7147714 59.9167033)","2073435171","2303",cafe,Smoothie Exchange
"POINT (10.7441488 59.9168262)","2073723427","2301",restaurant,
"POINT (10.744098 59.916876)","2073723433","2511",convenience,7-Eleven Akersgata
"POINT (10.7147362 59.9162653)","2076928814","2301",restaurant,Japanese Dining Sato
"POINT (10.7166569 59.916473)","2076928817","2303",cafe,Tiffani Kafe & Kjøkken
"POINT (10.730409 59.9259528)","2085240160","2301",restaurant,Tasty Thai
"POINT (10.7180747 59.9198358)","2090110790","2301",restaurant,Plah Home
"POINT (10.737794 59.91637)","2091317558","2303",cafe,Den franske sal
"POINT (10.7557956 59.9375271)","2110522805","2301",restaurant,Tandoori Hut
"POINT (10.754304 59.9378099)","2110528993","2528",greengrocer,Sagene Torg
"POINT (10.765864 59.93668)","2112968283","2501",supermarket,Kiwi Vogts gate
"POINT (10.7206216 59.9178499)","2122441074","2011",embassy,Chiles ambassade
"POINT (10.724202 59.920521)","2122445391","2011",embassy,Colombias ambassade
"POINT (10.719411 59.917044)","2122477706","2011",embassy,Kubas ambassade
"POINT (10.7649069 59.923053)","2138597053","2205",playground,Sofienbergparken lekeplass
"POINT (10.7635787 59.9258344)","2140496729","2083",kindergarten,Seilduken
"POINT (10.7627743 59.9248344)","2140496730","2303",cafe,Vespa
"POINT (10.751861 59.928051)","2181315314","2302",fast_food,Pizza Toscana
"POINT (10.755465 59.9387192)","2181319788","2561",hairdresser,Salong Lady & Lord
"POINT (10.739063 59.922396)","2181335078","2301",restaurant,Albertine Indisk Tandoori
"POINT (10.7310892 59.9238852)","2181346709","2301",restaurant,Restaurant Mother India
"POINT (10.753404 59.916806)","2181352341","2301",restaurant,Da Lat Café
"POINT (10.713837 59.9276882)","2183282943","2301",restaurant,Curry & Ketchup
"POINT (10.751218 59.919635)","2183294113","2304",pub,Bar Flag
"POINT (10.7502014 59.9170263)","2192334011","2301",restaurant,Night Pig
"POINT (10.7322115 59.921512)","2192390537","2302",fast_food,Balkan Pizza & Kebab House
"POINT (10.7346188 59.9201804)","2192394366","2302",fast_food,Kebabbiten
"POINT (10.7523963 59.9397191)","2192466284","2515",bookshop,Sagene Bokstue
"POINT (10.739088 59.922799)","2192475797","2528",greengrocer,Mathuset
"POINT (10.7306881 59.9257453)","2192480091","2304",pub,Store Stå Pub
"POINT (10.7592145 59.919711)","2194074505","2302",fast_food,Bislett Kebab House Grünerløkka
"POINT (10.730982 59.926372)","2194089624","2303",cafe,Café Nero
"POINT (10.7492019 59.9277205)","2195663335","2561",hairdresser,Lille Salong
"POINT (10.7488542 59.9279814)","2195723845","2121",dentist,Tannlegene i Waldemar Thranesgate 68
"POINT (10.7310173 59.9241757)","2263337380","2301",restaurant,Punjabi Masala
"POINT (10.7517188 59.9374779)","2278256452","2303",cafe,Kaffe Gram
"POINT (10.753362 59.939038)","2278258606","2501",supermarket,Rema 1000 Mogata
"POINT (10.759238 59.934802)","2278287823","2301",restaurant,Myrens Kjøkken
"POINT (10.7303593 59.9214893)","2284120965","2522",sports_shop,Biljardexperten
